DetailID,OrderID,ProductID,Quantity,UnitPrice,TotalPrice
818,1974,24,8,82.31,658.48
819,1603,1,1,398.93,398.93
820,1761,3,6,370.62,2223.72
821,1233,10,2,125.09,250.18
822,1845,14,6,32.64,195.84
823,1376,22,2,198.15,396.3
824,813,24,3,82.31,246.93
825,484,4,10,332.84,3328.4
826,1505,17,2,386.56,773.12
827,1069,22,10,198.15,1981.5
828,1945,25,9,346.93,3122.37
829,516,16,2,309.52,619.04
830,488,20,2,292.08,584.16
831,1584,11,6,162.11,972.66
832,1705,19,7,444.21,3109.47
833,1651,24,4,82.31,329.24
834,1916,14,4,32.64,130.56
835,296,4,3,332.84,998.52
836,439,9,8,476.48,3811.84
837,837,9,10,476.48,4764.8
838,115,16,9,309.52,2785.68
839,768,23,2,205.83,411.66
840,649,18,7,233.15,1632.05
841,973,22,4,198.15,792.6
842,1973,9,3,476.48,1429.44
843,744,16,6,309.52,1857.12
844,1683,10,1,125.09,125.09
845,1322,20,1,292.08,292.08
846,1724,24,1,82.31,82.31
847,1415,22,4,198.15,792.6
848,519,18,7,233.15,1632.05
849,634,21,6,361.99,2171.94
850,1850,22,2,198.15,396.3
851,1096,8,8,55.76,446.08
852,796,1,7,398.93,2792.51
853,1900,9,5,476.48,2382.4
854,185,25,4,346.93,1387.72
855,610,7,3,313.44,940.32
856,1876,15,6,492.13,2952.78
857,1802,25,7,346.93,2428.51
858,1617,2,5,480.32,2401.6
859,1775,3,8,370.62,2964.96
860,965,24,7,82.31,576.17
861,1898,11,7,162.11,1134.77
862,1796,4,3,332.84,998.52
863,1431,9,9,476.48,4288.32
864,136,12,7,405.22,2836.54
865,1234,24,9,82.31,740.79
866,1511,11,8,162.11,1296.88
867,1424,1,1,398.93,398.93
868,1314,21,3,361.99,1085.97
869,1291,15,3,492.13,1476.39
870,7,13,4,82.2,328.8
871,1287,10,6,125.09,750.54
872,1180,3,2,370.62,741.24
873,324,8,9,55.76,501.84
874,1462,25,3,346.93,1040.79
875,1735,20,7,292.08,2044.56
876,1624,11,8,162.11,1296.88
877,980,24,3,82.31,246.93
878,534,6,10,335.29,3352.9
879,1694,11,5,162.11,810.55
880,407,3,7,370.62,2594.34
881,753,6,7,335.29,2347.03
882,1795,13,10,82.2,822.0
883,460,1,1,398.93,398.93
884,1891,18,10,233.15,2331.5
885,1284,8,2,55.76,111.52
886,1996,15,4,492.13,1968.52
887,537,23,3,205.83,617.49
888,102,13,10,82.2,822.0
889,879,20,5,292.08,1460.4
890,306,3,6,370.62,2223.72
891,349,19,2,444.21,888.42
892,29,23,9,205.83,1852.47
893,892,25,8,346.93,2775.44
894,1695,22,8,198.15,1585.2
895,243,8,4,55.76,223.04
896,391,9,5,476.48,2382.4
897,1529,16,7,309.52,2166.64
898,267,14,4,32.64,130.56
899,1229,7,5,313.44,1567.2
900,1489,22,4,198.15,792.6
901,857,6,7,335.29,2347.03
902,1623,5,1,149.06,149.06
903,595,9,4,476.48,1905.92
904,1266,15,4,492.13,1968.52
905,758,19,8,444.21,3553.68
906,176,1,8,398.93,3191.44
907,273,11,7,162.11,1134.77
908,1407,7,7,313.44,2194.08
909,1451,14,10,32.64,326.4
910,525,3,2,370.62,741.24
911,1141,2,1,480.32,480.32
912,682,8,8,55.76,446.08
913,1861,12,10,405.22,4052.2
914,1924,22,10,198.15,1981.5
915,1454,24,1,82.31,82.31
916,11,9,9,476.48,4288.32
917,1270,13,5,82.2,411.0
918,809,22,6,198.15,1188.9
919,271,18,1,233.15,233.15
920,1189,6,5,335.29,1676.45
921,348,17,8,386.56,3092.48
922,1906,11,8,162.11,1296.88
923,271,3,6,370.62,2223.72
924,1455,17,7,386.56,2705.92
925,291,9,2,476.48,952.96
926,642,2,3,480.32,1440.96
927,1023,9,6,476.48,2858.88
928,1897,14,5,32.64,163.2
929,1849,9,10,476.48,4764.8
930,1699,25,5,346.93,1734.65
931,1059,11,7,162.11,1134.77
932,1829,6,6,335.29,2011.74
933,1510,16,3,309.52,928.56
934,1139,22,8,198.15,1585.2
935,109,7,3,313.44,940.32
936,112,8,3,55.76,167.28
937,74,16,5,309.52,1547.6
938,335,23,8,205.83,1646.64
939,894,4,8,332.84,2662.72
940,84,15,6,492.13,2952.78
941,1453,18,8,233.15,1865.2
942,938,16,2,309.52,619.04
943,1733,24,3,82.31,246.93
944,254,12,2,405.22,810.44
945,418,10,3,125.09,375.27
946,1710,6,9,335.29,3017.61
947,1685,9,10,476.48,4764.8
948,1825,22,10,198.15,1981.5
949,435,19,1,444.21,444.21
950,1078,25,10,346.93,3469.3
951,370,14,2,32.64,65.28
952,505,25,8,346.93,2775.44
953,1387,4,6,332.84,1997.04
954,54,10,2,125.09,250.18
955,808,12,10,405.22,4052.2
956,1903,4,6,332.84,1997.04
957,315,1,2,398.93,797.86
958,943,23,8,205.83,1646.64
959,930,21,5,361.99,1809.95
960,1217,22,1,198.15,198.15
961,675,2,10,480.32,4803.2
962,1948,15,6,492.13,2952.78
963,1941,24,10,82.31,823.1
964,265,7,1,313.44,313.44
965,1642,21,5,361.99,1809.95
966,662,2,2,480.32,960.64
967,1121,20,7,292.08,2044.56
968,190,13,5,82.2,411.0
969,365,8,7,55.76,390.32
970,183,1,4,398.93,1595.72
971,334,13,7,82.2,575.4
972,584,21,3,361.99,1085.97
973,247,10,8,125.09,1000.72
974,1641,14,5,32.64,163.2
975,1851,22,10,198.15,1981.5
976,269,12,2,405.22,810.44
977,1705,12,9,405.22,3646.98
978,410,16,8,309.52,2476.16
979,1814,13,8,82.2,657.6
980,550,19,10,444.21,4442.1
981,867,3,7,370.62,2594.34
982,1661,12,10,405.22,4052.2
983,382,14,7,32.64,228.48
984,191,2,9,480.32,4322.88
985,700,15,4,492.13,1968.52
986,1327,22,3,198.15,594.45
987,1907,16,9,309.52,2785.68
988,1290,21,9,361.99,3257.91
989,172,10,8,125.09,1000.72
990,896,3,8,370.62,2964.96
991,616,5,3,149.06,447.18
992,1402,10,4,125.09,500.36
993,1072,14,5,32.64,163.2
994,1165,2,9,480.32,4322.88
995,157,2,9,480.32,4322.88
996,221,17,7,386.56,2705.92
997,846,4,8,332.84,2662.72
998,1354,24,10,82.31,823.1
999,1665,9,6,476.48,2858.88
1000,522,19,2,444.21,888.42
1001,1575,17,1,386.56,386.56
1002,234,24,8,82.31,658.48
1003,368,6,7,335.29,2347.03
1004,93,3,7,370.62,2594.34
1005,1796,23,5,205.83,1029.15
1006,643,19,8,444.21,3553.68
1007,1552,22,8,198.15,1585.2
1008,1278,9,6,476.48,2858.88
1009,1980,6,4,335.29,1341.16
1010,380,3,10,370.62,3706.2
1011,532,22,2,198.15,396.3
1012,889,18,1,233.15,233.15
1013,12,13,2,82.2,164.4
1014,28,6,8,335.29,2682.32
1015,943,23,7,205.83,1440.81
1016,1780,22,10,198.15,1981.5
1017,1487,16,5,309.52,1547.6
1018,1267,20,6,292.08,1752.48
1019,1415,22,7,198.15,1387.05
1020,1648,10,2,125.09,250.18
1021,257,5,1,149.06,149.06
1022,391,4,1,332.84,332.84
1023,1426,7,1,313.44,313.44
1024,429,16,3,309.52,928.56
1025,1331,8,7,55.76,390.32
1026,1725,21,9,361.99,3257.91
1027,391,3,5,370.62,1853.1
1028,1577,15,3,492.13,1476.39
1029,971,14,1,32.64,32.64
1030,239,6,3,335.29,1005.87
1031,1514,23,8,205.83,1646.64
1032,1974,16,8,309.52,2476.16
1033,41,15,10,492.13,4921.3
1034,497,7,5,313.44,1567.2
1035,1167,13,1,82.2,82.2
1036,684,1,2,398.93,797.86
1037,1292,23,7,205.83,1440.81
1038,852,16,10,309.52,3095.2
1039,1221,24,9,82.31,740.79
1040,596,2,8,480.32,3842.56
1041,819,16,9,309.52,2785.68
1042,1211,24,10,82.31,823.1
1043,1916,22,8,198.15,1585.2
1044,475,23,1,205.83,205.83
1045,1082,1,7,398.93,2792.51
1046,1181,11,9,162.11,1458.99
1047,131,9,7,476.48,3335.36
1048,1821,16,2,309.52,619.04
1049,1014,20,6,292.08,1752.48
1050,919,23,7,205.83,1440.81
1051,43,6,5,335.29,1676.45
1052,1488,7,8,313.44,2507.52
1053,705,15,4,492.13,1968.52
1054,1040,8,10,55.76,557.6
1055,1862,22,6,198.15,1188.9
1056,1888,20,8,292.08,2336.64
1057,269,10,7,125.09,875.63
1058,1966,14,6,32.64,195.84
1059,1631,16,3,309.52,928.56
1060,1274,7,5,313.44,1567.2
1061,1415,24,2,82.31,164.62
1062,1367,16,3,309.52,928.56
1063,355,7,3,313.44,940.32
1064,1241,16,2,309.52,619.04
1065,1626,14,8,32.64,261.12
1066,622,8,4,55.76,223.04
1067,1141,2,1,480.32,480.32
1068,735,9,6,476.48,2858.88
1069,1387,6,3,335.29,1005.87
1070,1696,17,1,386.56,386.56
1071,1653,3,6,370.62,2223.72
1072,882,4,10,332.84,3328.4
1073,465,4,9,332.84,2995.56
1074,459,16,5,309.52,1547.6
1075,697,12,1,405.22,405.22
1076,1578,18,5,233.15,1165.75
1077,1836,5,9,149.06,1341.54
1078,1238,22,2,198.15,396.3
1079,1447,2,8,480.32,3842.56
1080,1637,15,2,492.13,984.26
1081,1997,4,10,332.84,3328.4
1082,1249,4,9,332.84,2995.56
1083,86,17,2,386.56,773.12
1084,343,21,2,361.99,723.98
1085,1784,7,6,313.44,1880.64
1086,322,24,5,82.31,411.55
1087,1451,15,9,492.13,4429.17
1088,1021,24,2,82.31,164.62
1089,316,21,6,361.99,2171.94
1090,686,5,2,149.06,298.12
1091,1738,7,8,313.44,2507.52
1092,1986,14,1,32.64,32.64
1093,503,16,6,309.52,1857.12
1094,588,17,3,386.56,1159.68
1095,175,9,6,476.48,2858.88
1096,1465,25,7,346.93,2428.51
1097,739,21,4,361.99,1447.96
1098,311,25,9,346.93,3122.37
1099,864,8,3,55.76,167.28
1100,1643,14,7,32.64,228.48
1101,1881,14,8,32.64,261.12
1102,1950,17,6,386.56,2319.36
1103,1933,1,8,398.93,3191.44
1104,299,25,1,346.93,346.93
1105,1470,17,2,386.56,773.12
1106,174,11,6,162.11,972.66
1107,823,25,3,346.93,1040.79
1108,889,2,7,480.32,3362.24
1109,1555,2,3,480.32,1440.96
1110,1849,19,1,444.21,444.21
1111,1294,23,9,205.83,1852.47
1112,1993,10,7,125.09,875.63
1113,824,22,9,198.15,1783.35
1114,1790,10,6,125.09,750.54
1115,1863,12,1,405.22,405.22
1116,1694,9,9,476.48,4288.32
1117,1251,5,7,149.06,1043.42
1118,914,21,4,361.99,1447.96
1119,1818,18,10,233.15,2331.5
1120,1615,20,8,292.08,2336.64
1121,1429,12,7,405.22,2836.54
1122,1589,7,5,313.44,1567.2
1123,173,2,9,480.32,4322.88
1124,686,13,3,82.2,246.6
1125,1066,18,5,233.15,1165.75
1126,438,3,9,370.62,3335.58
1127,1131,10,9,125.09,1125.81
1128,698,25,3,346.93,1040.79
1129,48,1,9,398.93,3590.37
1130,1214,9,4,476.48,1905.92
1131,1705,25,5,346.93,1734.65
1132,1488,14,9,32.64,293.76
1133,227,24,1,82.31,82.31
1134,1724,12,5,405.22,2026.1
1135,1285,17,6,386.56,2319.36
1136,254,2,2,480.32,960.64
1137,920,10,10,125.09,1250.9
1138,1510,1,8,398.93,3191.44
1139,695,8,10,55.76,557.6
1140,1159,23,9,205.83,1852.47
1141,1730,20,4,292.08,1168.32
1142,718,10,5,125.09,625.45
1143,1366,23,10,205.83,2058.3
1144,1378,5,7,149.06,1043.42
1145,1065,24,4,82.31,329.24
1146,216,11,9,162.11,1458.99
1147,1193,7,6,313.44,1880.64
1148,931,4,3,332.84,998.52
1149,1458,14,7,32.64,228.48
1150,168,3,1,370.62,370.62
1151,871,5,8,149.06,1192.48
1152,440,15,2,492.13,984.26
1153,757,22,9,198.15,1783.35
1154,825,19,9,444.21,3997.89
1155,1063,25,7,346.93,2428.51
1156,1786,9,10,476.48,4764.8
1157,1022,21,7,361.99,2533.93
1158,902,23,8,205.83,1646.64
1159,1499,14,3,32.64,97.92
1160,296,17,3,386.56,1159.68
1161,993,23,8,205.83,1646.64
1162,265,23,9,205.83,1852.47
1163,1768,17,2,386.56,773.12
1164,1423,7,8,313.44,2507.52
1165,970,2,3,480.32,1440.96
1166,1934,18,6,233.15,1398.9
1167,1888,4,10,332.84,3328.4
1168,1746,14,2,32.64,65.28
1169,248,12,10,405.22,4052.2
1170,594,2,9,480.32,4322.88
1171,314,4,6,332.84,1997.04
1172,625,12,5,405.22,2026.1
1173,603,16,1,309.52,309.52
1174,1621,5,3,149.06,447.18
1175,1606,19,7,444.21,3109.47
1176,100,10,5,125.09,625.45
1177,442,6,8,335.29,2682.32
1178,5,4,9,332.84,2995.56
1179,715,3,1,370.62,370.62
1180,856,16,10,309.52,3095.2
1181,635,19,8,444.21,3553.68
1182,1844,11,7,162.11,1134.77
1183,974,24,10,82.31,823.1
1184,272,25,3,346.93,1040.79
1185,1034,21,8,361.99,2895.92
1186,1560,15,8,492.13,3937.04
1187,306,24,6,82.31,493.86
1188,183,20,10,292.08,2920.8
1189,839,13,4,82.2,328.8
1190,1844,13,6,82.2,493.2
1191,1108,2,8,480.32,3842.56
1192,1508,9,2,476.48,952.96
1193,1774,6,1,335.29,335.29
1194,1172,21,5,361.99,1809.95
1195,1150,21,2,361.99,723.98
1196,1319,18,2,233.15,466.3
1197,395,20,9,292.08,2628.72
1198,1182,25,1,346.93,346.93
1199,1961,19,9,444.21,3997.89
1200,388,25,8,346.93,2775.44
1201,1030,1,2,398.93,797.86
1202,1349,18,3,233.15,699.45
1203,1971,1,5,398.93,1994.65
1204,1612,7,4,313.44,1253.76
1205,1700,23,10,205.83,2058.3
1206,910,3,9,370.62,3335.58
1207,1243,11,7,162.11,1134.77
1208,1207,2,8,480.32,3842.56
1209,1766,1,6,398.93,2393.58
1210,896,6,7,335.29,2347.03
1211,50,17,6,386.56,2319.36
1212,783,9,2,476.48,952.96
1213,235,4,9,332.84,2995.56
1214,345,10,3,125.09,375.27
1215,375,9,2,476.48,952.96
1216,316,10,7,125.09,875.63
1217,1390,6,1,335.29,335.29
1218,1259,11,3,162.11,486.33
1219,56,23,1,205.83,205.83
1220,611,13,2,82.2,164.4
1221,656,5,7,149.06,1043.42
1222,1829,11,5,162.11,810.55
1223,770,4,1,332.84,332.84
1224,415,8,10,55.76,557.6
1225,1201,8,8,55.76,446.08
1226,1042,25,9,346.93,3122.37
1227,789,4,5,332.84,1664.2
1228,125,11,8,162.11,1296.88
1229,1133,14,2,32.64,65.28
1230,992,1,7,398.93,2792.51
1231,1298,8,1,55.76,55.76
1232,552,18,10,233.15,2331.5
1233,1383,4,4,332.84,1331.36
1234,1563,18,3,233.15,699.45
1235,624,19,7,444.21,3109.47
1236,914,3,9,370.62,3335.58
1237,417,5,6,149.06,894.36
1238,1107,6,4,335.29,1341.16
1239,1101,14,9,32.64,293.76
1240,926,2,1,480.32,480.32
1241,1665,15,10,492.13,4921.3
1242,593,21,3,361.99,1085.97
1243,2,2,8,480.32,3842.56
1244,560,20,5,292.08,1460.4
1245,1720,22,7,198.15,1387.05
1246,720,21,4,361.99,1447.96
1247,1199,17,5,386.56,1932.8
1248,94,6,9,335.29,3017.61
1249,1154,3,5,370.62,1853.1
1250,184,13,2,82.2,164.4
1251,1701,5,9,149.06,1341.54
1252,573,14,4,32.64,130.56
1253,1251,17,6,386.56,2319.36
1254,1811,22,6,198.15,1188.9
1255,1301,9,8,476.48,3811.84
1256,560,8,6,55.76,334.56
1257,700,7,8,313.44,2507.52
1258,1965,20,6,292.08,1752.48
1259,33,23,3,205.83,617.49
1260,1324,1,10,398.93,3989.3
1261,976,1,1,398.93,398.93
1262,1378,6,7,335.29,2347.03
1263,1139,23,8,205.83,1646.64
1264,1562,13,9,82.2,739.8
1265,167,21,2,361.99,723.98
1266,1104,1,8,398.93,3191.44
1267,1377,4,6,332.84,1997.04
1268,1991,13,10,82.2,822.0
1269,734,13,3,82.2,246.6
1270,1719,25,1,346.93,346.93
1271,256,15,6,492.13,2952.78
1272,1918,7,8,313.44,2507.52
1273,20,8,1,55.76,55.76
1274,1554,9,6,476.48,2858.88
1275,393,3,10,370.62,3706.2
1276,1281,10,4,125.09,500.36
1277,480,16,6,309.52,1857.12
1278,76,9,8,476.48,3811.84
1279,1853,23,10,205.83,2058.3
1280,429,1,4,398.93,1595.72
1281,1682,21,7,361.99,2533.93
1282,228,9,10,476.48,4764.8
1283,1025,16,3,309.52,928.56
1284,1131,7,10,313.44,3134.4
1285,1377,22,10,198.15,1981.5
1286,1158,6,2,335.29,670.58
1287,1205,5,2,149.06,298.12
1288,261,9,10,476.48,4764.8
1289,1753,8,9,55.76,501.84
1290,1493,9,4,476.48,1905.92
1291,1737,22,1,198.15,198.15
1292,1987,23,9,205.83,1852.47
1293,1259,9,9,476.48,4288.32
1294,1809,15,1,492.13,492.13
1295,1921,14,1,32.64,32.64
1296,1749,11,7,162.11,1134.77
1297,1730,14,5,32.64,163.2
1298,250,22,9,198.15,1783.35
1299,956,16,6,309.52,1857.12
1300,1060,25,1,346.93,346.93
1301,1811,24,4,82.31,329.24
1302,97,9,7,476.48,3335.36
1303,1091,15,6,492.13,2952.78
1304,11,13,4,82.2,328.8
1305,686,3,10,370.62,3706.2
1306,1655,1,4,398.93,1595.72
1307,1413,14,2,32.64,65.28
1308,1879,8,4,55.76,223.04
1309,337,11,5,162.11,810.55
1310,129,21,2,361.99,723.98
1311,58,16,7,309.52,2166.64
1312,1655,1,10,398.93,3989.3
1313,1633,21,6,361.99,2171.94
1314,1722,9,4,476.48,1905.92
1315,221,16,4,309.52,1238.08
1316,1964,11,1,162.11,162.11
1317,1683,11,9,162.11,1458.99
1318,1627,8,2,55.76,111.52
1319,1589,20,10,292.08,2920.8
1320,899,25,2,346.93,693.86
1321,1281,15,10,492.13,4921.3
1322,256,3,1,370.62,370.62
1323,1878,2,7,480.32,3362.24
1324,642,23,2,205.83,411.66
1325,1603,5,1,149.06,149.06
1326,1883,15,1,492.13,492.13
1327,618,20,7,292.08,2044.56
1328,135,4,1,332.84,332.84
1329,1146,2,5,480.32,2401.6
1330,1741,13,7,82.2,575.4
1331,197,20,7,292.08,2044.56
1332,478,20,10,292.08,2920.8
1333,22,15,7,492.13,3444.91
1334,951,14,10,32.64,326.4
1335,1269,4,6,332.84,1997.04
1336,1334,22,1,198.15,198.15
1337,930,17,6,386.56,2319.36
1338,1204,7,2,313.44,626.88
1339,211,1,10,398.93,3989.3
1340,1461,3,10,370.62,3706.2
1341,1617,7,10,313.44,3134.4
1342,259,21,9,361.99,3257.91
1343,525,12,7,405.22,2836.54
1344,986,24,10,82.31,823.1
1345,911,6,4,335.29,1341.16
1346,282,2,1,480.32,480.32
1347,262,10,10,125.09,1250.9
1348,893,17,6,386.56,2319.36
1349,638,19,9,444.21,3997.89
1350,1589,5,3,149.06,447.18
1351,962,10,10,125.09,1250.9
1352,703,10,6,125.09,750.54
1353,1988,1,9,398.93,3590.37
1354,1202,22,3,198.15,594.45
1355,118,8,9,55.76,501.84
1356,1678,18,1,233.15,233.15
1357,865,12,4,405.22,1620.88
1358,2000,7,4,313.44,1253.76
1359,1609,3,6,370.62,2223.72
1360,388,22,8,198.15,1585.2
1361,1423,23,8,205.83,1646.64
1362,1229,23,6,205.83,1234.98
1363,1745,19,10,444.21,4442.1
1364,1973,11,10,162.11,1621.1
1365,614,14,6,32.64,195.84
1366,333,4,8,332.84,2662.72
1367,1795,2,8,480.32,3842.56
1368,450,1,4,398.93,1595.72
1369,1420,8,8,55.76,446.08
1370,1278,7,4,313.44,1253.76
1371,985,24,6,82.31,493.86
1372,1654,24,7,82.31,576.17
1373,421,13,3,82.2,246.6
1374,1692,1,6,398.93,2393.58
1375,21,3,6,370.62,2223.72
1376,62,18,2,233.15,466.3
1377,292,10,8,125.09,1000.72
1378,399,21,10,361.99,3619.9
1379,1870,25,6,346.93,2081.58
1380,90,1,4,398.93,1595.72
1381,406,10,3,125.09,375.27
1382,449,9,3,476.48,1429.44
1383,696,18,4,233.15,932.6
1384,366,7,1,313.44,313.44
1385,361,9,2,476.48,952.96
1386,43,22,3,198.15,594.45
1387,777,21,2,361.99,723.98
1388,694,7,5,313.44,1567.2
1389,935,8,6,55.76,334.56
1390,1658,12,3,405.22,1215.66
1391,1928,17,10,386.56,3865.6
1392,1806,14,2,32.64,65.28
1393,243,5,3,149.06,447.18
1394,1628,7,4,313.44,1253.76
1395,1091,13,6,82.2,493.2
1396,652,20,7,292.08,2044.56
1397,1303,8,1,55.76,55.76
1398,1563,20,10,292.08,2920.8
1399,388,18,5,233.15,1165.75
1400,1618,5,6,149.06,894.36
1401,507,2,5,480.32,2401.6
1402,1788,5,9,149.06,1341.54
1403,1984,19,8,444.21,3553.68
1404,429,24,2,82.31,164.62
1405,1607,16,10,309.52,3095.2
1406,133,6,9,335.29,3017.61
1407,795,25,9,346.93,3122.37
1408,767,16,9,309.52,2785.68
1409,951,6,6,335.29,2011.74
1410,1460,12,9,405.22,3646.98
1411,1423,16,8,309.52,2476.16
1412,971,9,10,476.48,4764.8
1413,822,21,10,361.99,3619.9
1414,1331,2,4,480.32,1921.28
1415,450,7,8,313.44,2507.52
1416,1768,8,7,55.76,390.32
1417,448,10,7,125.09,875.63
1418,1821,13,10,82.2,822.0
1419,322,12,5,405.22,2026.1
1420,1128,3,3,370.62,1111.86
1421,1540,3,5,370.62,1853.1
1422,911,17,6,386.56,2319.36
1423,472,19,1,444.21,444.21
1424,953,17,10,386.56,3865.6
1425,689,14,8,32.64,261.12
1426,958,14,7,32.64,228.48
1427,753,16,6,309.52,1857.12
1428,560,13,1,82.2,82.2
1429,368,15,4,492.13,1968.52
1430,544,21,2,361.99,723.98
1431,736,3,5,370.62,1853.1
1432,1726,17,9,386.56,3479.04
1433,1120,21,2,361.99,723.98
1434,1610,9,4,476.48,1905.92
1435,202,4,2,332.84,665.68
1436,738,2,9,480.32,4322.88
1437,411,11,4,162.11,648.44
1438,1383,11,5,162.11,810.55
1439,620,24,5,82.31,411.55
1440,391,23,10,205.83,2058.3
1441,283,25,9,346.93,3122.37
1442,1869,9,1,476.48,476.48
1443,1578,10,5,125.09,625.45
1444,1685,12,7,405.22,2836.54
1445,1938,13,10,82.2,822.0
1446,1552,21,1,361.99,361.99
1447,967,21,9,361.99,3257.91
1448,1559,5,7,149.06,1043.42
1449,467,8,4,55.76,223.04
1450,972,8,9,55.76,501.84
1451,1203,18,8,233.15,1865.2
1452,1480,15,6,492.13,2952.78
1453,1622,3,6,370.62,2223.72
1454,1733,7,7,313.44,2194.08
1455,1578,23,7,205.83,1440.81
1456,430,15,8,492.13,3937.04
1457,1747,18,1,233.15,233.15
1458,768,5,10,149.06,1490.6
1459,1790,5,5,149.06,745.3
1460,1932,24,1,82.31,82.31
1461,1024,22,6,198.15,1188.9
1462,696,8,7,55.76,390.32
1463,872,22,7,198.15,1387.05
1464,1563,25,9,346.93,3122.37
1465,614,11,10,162.11,1621.1
1466,48,19,1,444.21,444.21
1467,1889,5,3,149.06,447.18
1468,1952,11,10,162.11,1621.1
1469,1290,20,10,292.08,2920.8
1470,1176,13,7,82.2,575.4
1471,419,13,2,82.2,164.4
1472,1095,13,4,82.2,328.8
1473,973,4,6,332.84,1997.04
1474,1167,15,5,492.13,2460.65
1475,191,6,2,335.29,670.58
1476,1383,18,3,233.15,699.45
1477,66,23,10,205.83,2058.3
1478,1001,1,3,398.93,1196.79
1479,408,3,7,370.62,2594.34
1480,582,7,4,313.44,1253.76
1481,597,22,9,198.15,1783.35
1482,144,15,1,492.13,492.13
1483,755,17,1,386.56,386.56
1484,352,11,7,162.11,1134.77
1485,801,6,2,335.29,670.58
1486,265,18,7,233.15,1632.05
1487,980,24,2,82.31,164.62
1488,797,7,3,313.44,940.32
1489,1783,7,5,313.44,1567.2
1490,886,23,8,205.83,1646.64
1491,326,20,10,292.08,2920.8
1492,1924,10,10,125.09,1250.9
1493,416,17,8,386.56,3092.48
1494,565,7,1,313.44,313.44
1495,293,15,2,492.13,984.26
1496,1689,13,10,82.2,822.0
1497,1654,8,9,55.76,501.84
1498,674,19,8,444.21,3553.68
1499,943,15,10,492.13,4921.3
1500,81,24,2,82.31,164.62
1501,590,21,8,361.99,2895.92
1502,711,23,5,205.83,1029.15
1503,801,20,3,292.08,876.24
1504,851,8,3,55.76,167.28
1505,1844,20,7,292.08,2044.56
1506,938,13,3,82.2,246.6
1507,1431,19,2,444.21,888.42
1508,806,23,1,205.83,205.83
1509,491,6,5,335.29,1676.45
1510,1808,21,9,361.99,3257.91
1511,598,22,2,198.15,396.3
1512,1430,24,4,82.31,329.24
1513,1862,16,7,309.52,2166.64
1514,1561,18,2,233.15,466.3
1515,756,3,2,370.62,741.24
1516,1034,25,6,346.93,2081.58
1517,840,15,3,492.13,1476.39
1518,518,7,9,313.44,2820.96
1519,92,15,1,492.13,492.13
1520,150,21,8,361.99,2895.92
1521,781,11,7,162.11,1134.77
1522,1753,7,7,313.44,2194.08
1523,78,1,5,398.93,1994.65
1524,235,23,3,205.83,617.49
1525,670,22,8,198.15,1585.2
1526,993,15,2,492.13,984.26
1527,170,18,4,233.15,932.6
1528,1462,15,3,492.13,1476.39
1529,965,9,3,476.48,1429.44
1530,350,1,10,398.93,3989.3
1531,206,6,5,335.29,1676.45
1532,255,18,7,233.15,1632.05
1533,345,3,1,370.62,370.62
1534,1388,9,3,476.48,1429.44
1535,903,12,3,405.22,1215.66
1536,444,23,1,205.83,205.83
1537,1829,22,9,198.15,1783.35
1538,443,15,1,492.13,492.13
1539,1714,21,9,361.99,3257.91
1540,1313,22,2,198.15,396.3
1541,800,23,5,205.83,1029.15
1542,910,2,10,480.32,4803.2
1543,10,2,7,480.32,3362.24
1544,1572,7,4,313.44,1253.76
1545,768,8,4,55.76,223.04
1546,188,1,7,398.93,2792.51
1547,58,1,6,398.93,2393.58
1548,1681,7,2,313.44,626.88
1549,452,4,3,332.84,998.52
1550,1483,6,1,335.29,335.29
1551,852,17,2,386.56,773.12
1552,1671,11,6,162.11,972.66
1553,1152,21,4,361.99,1447.96
1554,1280,7,9,313.44,2820.96
1555,810,14,2,32.64,65.28
1556,476,7,2,313.44,626.88
1557,731,11,3,162.11,486.33
1558,31,13,6,82.2,493.2
1559,25,13,4,82.2,328.8
1560,940,8,2,55.76,111.52
1561,1348,9,10,476.48,4764.8
1562,756,2,2,480.32,960.64
1563,1814,7,7,313.44,2194.08
1564,618,25,10,346.93,3469.3
1565,1024,4,9,332.84,2995.56
1566,1621,19,3,444.21,1332.63
1567,516,4,10,332.84,3328.4
1568,665,21,7,361.99,2533.93
1569,1389,25,3,346.93,1040.79
1570,681,6,6,335.29,2011.74
1571,1744,22,8,198.15,1585.2
1572,139,11,1,162.11,162.11
1573,1247,19,8,444.21,3553.68
1574,784,17,4,386.56,1546.24
1575,1032,19,1,444.21,444.21
1576,477,1,10,398.93,3989.3
1577,1555,4,5,332.84,1664.2
1578,485,24,7,82.31,576.17
1579,1551,8,10,55.76,557.6
1580,163,2,3,480.32,1440.96
1581,768,16,5,309.52,1547.6
1582,414,5,7,149.06,1043.42
1583,419,21,1,361.99,361.99
1584,488,24,10,82.31,823.1
1585,1938,15,6,492.13,2952.78
1586,275,9,6,476.48,2858.88
1587,1319,25,1,346.93,346.93
1588,1067,14,5,32.64,163.2
1589,1538,1,4,398.93,1595.72
1590,1735,24,6,82.31,493.86
1591,702,8,4,55.76,223.04
1592,1105,2,4,480.32,1921.28
1593,1642,22,4,198.15,792.6
1594,1246,13,9,82.2,739.8
1595,659,6,8,335.29,2682.32
1596,1290,1,2,398.93,797.86
1597,1782,16,2,309.52,619.04
1598,1954,7,1,313.44,313.44
1599,1300,5,4,149.06,596.24
